osmid,coord,building,amenity,geometry,services,bus
115930033,"(52.068591496057444, 5.094776408670039)",apartments,,"POLYGON ((5.095041 52.0682242, 5.095038 52.0682274, 5.0950403 52.0682283, 5.094934 52.0683429, 5.0949315 52.068342, 5.0949288 52.0683451, 5.0948736 52.0683257, 5.0948536 52.0683472, 5.0949088 52.0683666, 5.0949057 52.0683699, 5.0949082 52.0683707, 5.0948017 52.0684856, 5.0947991 52.0684847, 5.0947962 52.0684878, 5.0947411 52.0684684, 5.094721 52.0684899, 5.0947763 52.0685093, 5.0947731 52.0685127, 5.0947752 52.0685134, 5.0946685 52.0686283, 5.0946658 52.0686275, 5.0946631 52.0686304, 5.0946081 52.068611, 5.094588 52.0686325, 5.0946433 52.0686519, 5.0946404 52.0686551, 5.0946423 52.0686558, 5.0945338 52.0687728, 5.0945316 52.0687721, 5.0945293 52.0687746, 5.0944742 52.0687552, 5.0944541 52.0687767, 5.0945093 52.0687961, 5.0945068 52.0687988, 5.0945086 52.0687997, 5.0944019 52.0689148, 5.0943998 52.0689141, 5.0943975 52.0689166, 5.0943424 52.0688972, 5.0943223 52.0689187, 5.0943776 52.0689381, 5.094375 52.0689409, 5.0943772 52.0689417, 5.0943204 52.0690026, 5.0944433 52.0690464, 5.0945017 52.0689834, 5.0945025 52.0689837, 5.0945128 52.0689726, 5.0945223 52.0689624, 5.0945215 52.0689621, 5.0946334 52.0688416, 5.0946343 52.0688407, 5.0946353 52.068841, 5.0946447 52.0688309, 5.0946551 52.0688197, 5.0946541 52.0688194, 5.0947662 52.0686986, 5.094767 52.0686978, 5.094768 52.0686981, 5.0947778 52.0686875, 5.0947877 52.0686768, 5.0947867 52.0686765, 5.0947875 52.0686756, 5.0949015 52.0685528, 5.0949025 52.0685532, 5.0949124 52.0685426, 5.0949223 52.0685319, 5.0949213 52.0685315, 5.0950333 52.0684109, 5.0950341 52.0684101, 5.0950351 52.0684105, 5.0950456 52.0683992, 5.0950549 52.0683892, 5.0950538 52.0683888, 5.0951671 52.0682672, 5.0951688 52.0682679, 5.0951787 52.0682573, 5.0951886 52.0682466, 5.0951868 52.068246, 5.0952446 52.0681832, 5.095183 52.0681616, 5.0951223 52.0681403, 5.0950661 52.0682005, 5.0950637 52.0681997, 5.095061 52.0682027, 5.0950059 52.0681833, 5.0949858 52.0682047, 5.095041 52.0682242))",['Living'],Node_29
115930034,"(52.070445145186184, 5.093063520360444)",apartments,,"POLYGON ((5.0928116 52.0706247, 5.0927867 52.0706517, 5.0927896 52.0706528, 5.0926822 52.0707685, 5.0926791 52.0707674, 5.0926538 52.0707947, 5.0926569 52.0707958, 5.0926015 52.0708554, 5.0927243 52.0708986, 5.0927826 52.0708359, 5.0927839 52.0708363, 5.0927933 52.0708262, 5.0928035 52.0708151, 5.0928023 52.0708147, 5.0929152 52.0706931, 5.0929164 52.0706935, 5.0929253 52.0706839, 5.0929361 52.0706723, 5.0929349 52.0706719, 5.0930477 52.0705503, 5.093049 52.0705507, 5.0930583 52.0705407, 5.0930688 52.0705294, 5.0930676 52.0705289, 5.0931822 52.0704054, 5.0931835 52.0704058, 5.0931949 52.0703936, 5.0932034 52.0703845, 5.0932021 52.070384, 5.0933152 52.0702621, 5.0933162 52.0702625, 5.0933274 52.0702504, 5.0933358 52.0702413, 5.0933348 52.0702409, 5.0934475 52.0701192, 5.0934487 52.0701196, 5.0934591 52.0701083, 5.0934684 52.0700983, 5.0934672 52.0700979, 5.0935254 52.0700351, 5.0934026 52.0699918, 5.0933479 52.0700508, 5.093345 52.0700498, 5.0933194 52.0700774, 5.0933223 52.0700785, 5.0932164 52.0701927, 5.0932134 52.0701916, 5.0931873 52.0702198, 5.0931904 52.0702209, 5.0930815 52.0703382, 5.0930784 52.0703373, 5.0930533 52.0703643, 5.0930563 52.0703654, 5.0928146 52.0706258, 5.0928116 52.0706247))",['Living'],Node_23
115930035,"(52.06833078437308, 5.092749745124528)",apartments,,"POLYGON ((5.0926955 52.0684982, 5.0926962 52.0684974, 5.092693 52.0684965, 5.0927103 52.0684784, 5.0927133 52.0684794, 5.0927152 52.0684766, 5.0927118 52.0684757, 5.0927314 52.0684547, 5.0927347 52.068456, 5.092737 52.0684533, 5.0927236 52.0684479, 5.0927791 52.0683877, 5.0927922 52.0683926, 5.0927948 52.0683902, 5.0927923 52.0683892, 5.0928121 52.0683683, 5.0928148 52.0683692, 5.0928167 52.0683666, 5.092814 52.0683655, 5.0928303 52.0683483, 5.0928335 52.0683494, 5.0928358 52.0683462, 5.0928326 52.0683453, 5.0928529 52.0683239, 5.0928561 52.0683252, 5.0928578 52.0683229, 5.0928442 52.0683175, 5.0929006 52.0682574, 5.0929137 52.0682622, 5.0929159 52.06826, 5.0929129 52.0682587, 5.0929328 52.0682377, 5.0929354 52.0682389, 5.0929376 52.0682358, 5.092935 52.068235, 5.092952 52.0682173, 5.0929543 52.0682184, 5.0929572 52.0682155, 5.0929539 52.0682146, 5.0929741 52.0681935, 5.0929771 52.0681948, 5.0929793 52.0681924, 5.0929654 52.0681873, 5.093022 52.0681258, 5.0930359 52.0681308, 5.0930377 52.0681284, 5.093035 52.0681273, 5.0930551 52.0681063, 5.0930579 52.0681073, 5.0930601 52.0681051, 5.0930573 52.0681036, 5.0930739 52.0680859, 5.0930768 52.0680868, 5.0930789 52.0680844, 5.0930761 52.0680831, 5.0930964 52.0680622, 5.0930989 52.0680631, 5.0931012 52.0680606, 5.093088 52.0680555, 5.0931428 52.0679957, 5.093157 52.0680005, 5.0931587 52.0679984, 5.0931558 52.0679971, 5.0931764 52.067976, 5.0931792 52.067977, 5.0931811 52.0679743, 5.0931786 52.0679733, 5.0931954 52.0679551, 5.0931983 52.0679564, 5.0932 52.0679541, 5.0931974 52.0679528, 5.0932172 52.0679318, 5.0932196 52.0679329, 5.0932216 52.0679305, 5.0932085 52.0679256, 5.093235 52.0678964, 5.0932383 52.0678976, 5.0932405 52.0678948, 5.0931052 52.0678473, 5.0930876 52.0678663, 5.0930909 52.0678673, 5.093056 52.0679037, 5.0930519 52.0679018, 5.0930495 52.0679046, 5.093054 52.0679061, 5.0930467 52.0679139, 5.0930378 52.0679236, 5.0930325 52.0679219, 5.0930304 52.0679247, 5.0930351 52.0679264, 5.0929346 52.0680339, 5.0929298 52.068032, 5.0929281 52.0680347, 5.092933 52.0680363, 5.0929245 52.0680451, 5.0929162 52.0680536, 5.0929112 52.0680521, 5.0929092 52.0680545, 5.0929141 52.0680562, 5.0928127 52.0681652, 5.0928083 52.0681634, 5.0928057 52.068166, 5.0928105 52.0681678, 5.0928015 52.0681773, 5.0927939 52.0681853, 5.092789 52.0681837, 5.0927872 52.0681862, 5.0927918 52.0681881, 5.0926915 52.068296, 5.0926869 52.0682941, 5.0926851 52.068297, 5.0926894 52.0682987, 5.0926809 52.0683077, 5.0926732 52.0683159, 5.0926683 52.0683144, 5.0926662 52.0683167, 5.092671 52.0683185, 5.0925708 52.0684261, 5.092566 52.0684244, 5.0925634 52.0684274, 5.0925686 52.0684288, 5.0925611 52.0684369, 5.0925522 52.0684465, 5.0925475 52.0684449, 5.0925453 52.0684472, 5.0925495 52.0684488, 5.0924491 52.0685576, 5.0924446 52.068556, 5.0924424 52.0685584, 5.0924469 52.06856, 5.0924396 52.0685679, 5.0924305 52.0685777, 5.0924259 52.0685761, 5.0924236 52.0685786, 5.0924281 52.0685802, 5.0923283 52.0686878, 5.0923237 52.0686862, 5.0923215 52.0686887, 5.092326 52.0686903, 5.0923187 52.0686982, 5.0923096 52.068708, 5.092305 52.0687064, 5.0923027 52.0687089, 5.0923073 52.0687105, 5.0922734 52.0687469, 5.0922711 52.0687461, 5.0922533 52.0687653, 5.0922741 52.0687726, 5.092275 52.0687717, 5.0923003 52.0687806, 5.0922994 52.0687815, 5.0923875 52.0688127, 5.0923903 52.0688097, 5.092388 52.0688089, 5.092415 52.06878, 5.0924285 52.0687847, 5.0924307 52.0687823, 5.0924282 52.0687814, 5.0924479 52.0687602, 5.0924504 52.0687611, 5.0924527 52.0687586, 5.0924502 52.0687577, 5.0924669 52.0687398, 5.0924694 52.0687407, 5.0924718 52.0687381, 5.0924692 52.0687372, 5.0924888 52.0687161, 5.0924913 52.068717, 5.0924935 52.0687146, 5.0924803 52.0687099, 5.0925361 52.0686497, 5.0925494 52.0686544, 5.0925516 52.068652, 5.0925491 52.0686511, 5.0925688 52.0686299, 5.0925713 52.0686307, 5.0925736 52.0686282, 5.0925711 52.0686274, 5.0925878 52.0686093, 5.0925903 52.0686102, 5.0925926 52.0686078, 5.0925901 52.0686069, 5.0926097 52.0685858, 5.0926122 52.0685867, 5.0926144 52.0685842, 5.0926012 52.0685796, 5.0926576 52.068518, 5.0926712 52.068523, 5.0926736 52.0685205, 5.0926716 52.0685198, 5.0926909 52.0684988, 5.0926939 52.0684999, 5.0926955 52.0684982))",['Living'],Node_28
115930036,"(52.070056489420956, 5.097541038227157)",apartments,,"POLYGON ((5.0971347 52.0704067, 5.0970791 52.0704665, 5.097201 52.0705094, 5.0972594 52.0704466, 5.0972606 52.070447, 5.0972697 52.0704372, 5.0972803 52.0704258, 5.0972791 52.0704254, 5.0973921 52.0703038, 5.0973934 52.0703042, 5.0974035 52.0702933, 5.097413 52.0702831, 5.0974117 52.0702827, 5.0975246 52.0701612, 5.0975259 52.0701617, 5.097537 52.0701499, 5.0975457 52.0701405, 5.0975445 52.0701398, 5.0976593 52.0700163, 5.0976606 52.0700167, 5.0976718 52.0700046, 5.0976804 52.0699954, 5.0976791 52.069995, 5.0977919 52.0698736, 5.0977932 52.0698741, 5.0978038 52.0698627, 5.0978129 52.0698529, 5.0978116 52.0698524, 5.0979247 52.0697307, 5.097926 52.0697312, 5.0979375 52.0697189, 5.0979458 52.06971, 5.0979445 52.0697095, 5.098003 52.0696465, 5.0978812 52.0696036, 5.0978253 52.0696637, 5.0978241 52.0696633, 5.0978109 52.0696774, 5.0977992 52.06969, 5.0978004 52.0696904, 5.0976933 52.0698056, 5.0976921 52.0698052, 5.0976671 52.069832, 5.0976684 52.0698325, 5.0975604 52.0699486, 5.0975592 52.0699482, 5.0975367 52.0699724, 5.097538 52.0699728, 5.0974232 52.0700962, 5.097422 52.0700958, 5.0974114 52.0701072, 5.0973988 52.0701208, 5.0974 52.0701212, 5.0972907 52.0702389, 5.0972894 52.0702384, 5.0972662 52.0702634, 5.0972675 52.0702638, 5.0971602 52.0703793, 5.0971589 52.0703788, 5.0971335 52.0704062, 5.0971347 52.0704067))",['Living'],Node_52
115930037,"(52.06949366822989, 5.097339003618146)",apartments,,"POLYGON ((5.0969329 52.0698432, 5.0968766 52.0699039, 5.0969991 52.0699473, 5.0970545 52.0698878, 5.0970557 52.0698883, 5.0970811 52.069861, 5.0970797 52.0698604, 5.0971337 52.0698024, 5.0971865 52.0697456, 5.0971877 52.0697461, 5.097203 52.0697296, 5.0972136 52.0697182, 5.0972122 52.0697177, 5.0972675 52.0696583, 5.0973197 52.0696021, 5.0973209 52.0696026, 5.0973459 52.0695758, 5.0973446 52.0695753, 5.0974546 52.0694567, 5.0974559 52.0694572, 5.0974803 52.0694309, 5.0974791 52.0694304, 5.0975872 52.069314, 5.0975885 52.0693144, 5.0976145 52.0692875, 5.0976133 52.069287, 5.0977201 52.0691714, 5.0977214 52.0691718, 5.0977468 52.0691445, 5.0977455 52.0691441, 5.0978008 52.0690839, 5.0976778 52.0690408, 5.0976195 52.0691036, 5.0976184 52.0691032, 5.0976115 52.0691107, 5.0975987 52.0691244, 5.0975998 52.0691248, 5.0974873 52.0692459, 5.0974869 52.0692463, 5.0974859 52.0692459, 5.0974781 52.0692544, 5.097466 52.0692674, 5.0974671 52.0692678, 5.0973543 52.0693893, 5.0973531 52.069389, 5.0973449 52.0693978, 5.0973335 52.0694101, 5.0973345 52.0694105, 5.0972763 52.0694735, 5.0972198 52.0695341, 5.0972187 52.0695337, 5.0972091 52.0695441, 5.0971989 52.069555, 5.0972001 52.0695554, 5.0970872 52.0696769, 5.0970861 52.0696765, 5.0970758 52.0696877, 5.0970664 52.0696978, 5.0970675 52.0696982, 5.096955 52.0698194, 5.0969547 52.0698197, 5.0969536 52.0698193, 5.0969454 52.0698281, 5.0969337 52.0698407, 5.0969348 52.0698411, 5.0969329 52.0698432))",['Living'],Node_47
115930038,"(52.071169245137796, 5.096508121820094)",apartments,,"POLYGON ((5.0961675 52.0716219, 5.0961689 52.0716224, 5.0962273 52.0715595, 5.0962286 52.07156, 5.0962378 52.0715501, 5.0962484 52.0715387, 5.0962471 52.0715382, 5.0963596 52.0714166, 5.0963609 52.0714171, 5.0963712 52.0714062, 5.0963808 52.071396, 5.0963795 52.0713955, 5.0964925 52.0712738, 5.0964937 52.0712742, 5.0965025 52.0712648, 5.0965134 52.0712531, 5.0965121 52.0712526, 5.0966271 52.0711287, 5.0966283 52.0711292, 5.0966375 52.0711193, 5.096648 52.071108, 5.0966467 52.0711076, 5.0967597 52.0709859, 5.0967609 52.0709863, 5.0967707 52.0709758, 5.0967806 52.0709652, 5.0967793 52.0709647, 5.0968916 52.0708436, 5.096893 52.0708441, 5.0969031 52.0708332, 5.0969129 52.0708226, 5.0969116 52.0708221, 5.09697 52.0707592, 5.0968474 52.0707161, 5.0967917 52.0707758, 5.0967905 52.0707754, 5.0967651 52.0708027, 5.0967664 52.0708031, 5.0966595 52.0709186, 5.0966582 52.0709182, 5.0966329 52.0709455, 5.0966342 52.0709459, 5.096527 52.0710616, 5.0965258 52.0710612, 5.0965005 52.0710885, 5.0965017 52.0710889, 5.096447 52.0711483, 5.0963911 52.0712091, 5.0963887 52.0712082, 5.0963636 52.0712353, 5.0963655 52.0712361, 5.0962608 52.0713488, 5.0962584 52.0713481, 5.0962329 52.071375, 5.096235 52.071376, 5.096127 52.0714915, 5.0961246 52.0714907, 5.0961131 52.0715031, 5.0960999 52.0715174, 5.0961019 52.0715183, 5.0960469 52.071578, 5.0961675 52.0716219))",['Living'],Node_52
115930039,"(52.06988218865882, 5.09286027632178)",apartments,,"POLYGON ((5.0928754 52.0697771, 5.0928751 52.0697774, 5.0928734 52.0697768, 5.0928641 52.0697868, 5.0928539 52.0697978, 5.0928554 52.0697985, 5.0927409 52.0699215, 5.0927392 52.0699211, 5.0927296 52.0699312, 5.0927199 52.0699414, 5.0927215 52.0699421, 5.0926091 52.0700658, 5.0926054 52.0700653, 5.0925961 52.0700763, 5.0925875 52.0700864, 5.0925886 52.0700868, 5.0925865 52.0700891, 5.0924781 52.0702072, 5.0924763 52.0702066, 5.0924656 52.0702182, 5.0924563 52.0702282, 5.0924581 52.0702287, 5.0923979 52.0702924, 5.0925211 52.0703366, 5.0925772 52.0702748, 5.0925804 52.0702759, 5.0926055 52.0702487, 5.0926023 52.0702476, 5.0927093 52.0701328, 5.0927124 52.0701337, 5.0927376 52.0701066, 5.0927345 52.0701056, 5.0928414 52.0699896, 5.0928442 52.0699908, 5.0928694 52.0699638, 5.0928662 52.0699628, 5.0929767 52.0698439, 5.0929791 52.0698449, 5.0930047 52.069818, 5.0930017 52.069817, 5.0931095 52.0697021, 5.0931121 52.0697029, 5.0931373 52.0696757, 5.0931349 52.0696748, 5.0932419 52.0695594, 5.0932445 52.0695602, 5.0932702 52.0695321, 5.0932678 52.0695312, 5.0933219 52.069473, 5.0931993 52.0694293, 5.0931414 52.0694911, 5.0931399 52.0694907, 5.0931273 52.0695038, 5.0931204 52.0695111, 5.0931216 52.0695116, 5.0930093 52.0696339, 5.0930076 52.0696333, 5.0929985 52.0696431, 5.0929874 52.069655, 5.0929891 52.0696555, 5.0928754 52.0697771))",['Living'],Node_105
115930040,"(52.07049826134295, 5.098683447210781)",apartments,,"POLYGON ((5.0983357 52.0707742, 5.0982737 52.0708411, 5.0982414 52.070876, 5.09838 52.0709247, 5.0984373 52.0708629, 5.0985607 52.07073, 5.0986852 52.0705957, 5.09881 52.0704612, 5.0989372 52.0703241, 5.0990606 52.0701911, 5.0991251 52.0701215, 5.0989858 52.0700724, 5.0988914 52.0701743, 5.0988298 52.0702408, 5.0987682 52.0703073, 5.0987071 52.0703733, 5.0986441 52.0704413, 5.0985832 52.0705071, 5.0985203 52.0705749, 5.0984592 52.0706408, 5.0983957 52.0707094, 5.0983357 52.0707742))",['Living'],Node_57
115930043,"(52.06820248908911, 5.099253535142542)",apartments,,"POLYGON ((5.0995197 52.0678345, 5.0995169 52.0678376, 5.0995187 52.0678382, 5.0994111 52.0679541, 5.099409 52.0679533, 5.0994063 52.0679563, 5.0993511 52.0679369, 5.099331 52.0679583, 5.0993862 52.0679777, 5.0993831 52.0679809, 5.0993852 52.0679816, 5.0992776 52.0680968, 5.0992761 52.0680963, 5.0992734 52.0680992, 5.0992183 52.0680799, 5.0992089 52.06809, 5.0991983 52.0681013, 5.0992536 52.0681208, 5.0992506 52.068124, 5.099252 52.0681244, 5.0991424 52.0682414, 5.0991408 52.0682408, 5.0991381 52.0682438, 5.0990832 52.0682244, 5.0990631 52.0682459, 5.0991185 52.0682654, 5.0991155 52.0682686, 5.0991169 52.0682691, 5.09901 52.0683842, 5.0990083 52.0683836, 5.0990055 52.0683866, 5.0989504 52.0683672, 5.0989303 52.0683886, 5.0989855 52.068408, 5.0989824 52.0684113, 5.0989842 52.0684118, 5.0988775 52.0685277, 5.0988751 52.0685269, 5.0988725 52.0685299, 5.0988179 52.0685107, 5.0987979 52.0685322, 5.0988536 52.0685518, 5.0988508 52.0685551, 5.0988532 52.0685559, 5.0987991 52.068614, 5.0989208 52.0686573, 5.0989792 52.0685944, 5.0989803 52.0685948, 5.0989892 52.0685852, 5.099 52.0685736, 5.0989988 52.0685732, 5.0991099 52.0684534, 5.099111 52.0684523, 5.0991121 52.0684529, 5.0991237 52.0684405, 5.0991323 52.0684314, 5.0991304 52.068431, 5.0992422 52.0683102, 5.0992429 52.0683095, 5.0992447 52.0683098, 5.0992551 52.0682987, 5.0992646 52.0682885, 5.099263 52.0682879, 5.0993775 52.0681649, 5.0993782 52.0681642, 5.0993798 52.0681648, 5.0993883 52.0681558, 5.0993998 52.0681436, 5.099398 52.0681432, 5.0995103 52.068022, 5.099511 52.0680213, 5.0995123 52.068022, 5.0995208 52.0680128, 5.0995323 52.0680004, 5.0995307 52.0680001, 5.0996434 52.0678786, 5.0996447 52.0678792, 5.0996579 52.0678651, 5.0996645 52.067858, 5.0996636 52.067857, 5.0996641 52.0678564, 5.0997213 52.0677941, 5.0995993 52.0677511, 5.0995437 52.0678108, 5.0995423 52.0678102, 5.0995397 52.067813, 5.0994846 52.0677936, 5.0994645 52.0678151, 5.0995197 52.0678345))",['Living'],Node_59
115930044,"(52.0694984504932, 5.091666007833483)",apartments,,"POLYGON ((5.0918282 52.06922, 5.0918269 52.0692214, 5.0918314 52.069223, 5.0917302 52.069332, 5.0917257 52.0693304, 5.0917242 52.069332, 5.0917234 52.0693329, 5.091728 52.0693345, 5.0917203 52.0693428, 5.0917115 52.0693522, 5.091707 52.0693506, 5.0917059 52.0693517, 5.0917047 52.0693531, 5.0917092 52.0693547, 5.0916093 52.0694622, 5.0916047 52.0694607, 5.091604 52.0694614, 5.0916025 52.0694631, 5.091607 52.0694647, 5.0915997 52.0694726, 5.0915905 52.0694825, 5.091586 52.0694808, 5.0915837 52.0694833, 5.0915882 52.0694849, 5.0914882 52.0695927, 5.0914837 52.0695911, 5.0914814 52.0695935, 5.091486 52.0695951, 5.0914778 52.0696039, 5.0914696 52.0696127, 5.0914651 52.0696111, 5.0914641 52.0696121, 5.0914628 52.0696136, 5.0914673 52.0696152, 5.0913661 52.0697242, 5.0913616 52.0697226, 5.0913593 52.069725, 5.0913639 52.0697266, 5.0913557 52.0697354, 5.0913476 52.0697441, 5.0913431 52.0697425, 5.0913407 52.069745, 5.0913453 52.0697466, 5.0912476 52.0698519, 5.091243 52.0698503, 5.0912408 52.0698527, 5.0912453 52.0698543, 5.0912366 52.0698637, 5.0912266 52.0698745, 5.091222 52.0698729, 5.0912197 52.0698754, 5.0912242 52.069877, 5.0911904 52.0699134, 5.0911879 52.0699125, 5.0911704 52.0699318, 5.0911915 52.0699393, 5.0911923 52.0699384, 5.0912175 52.0699474, 5.0912167 52.0699483, 5.0913048 52.0699796, 5.0913074 52.0699768, 5.0913051 52.0699759, 5.0913322 52.0699469, 5.0913458 52.0699517, 5.0913481 52.0699493, 5.0913458 52.0699485, 5.0913654 52.0699273, 5.0913677 52.0699281, 5.091369 52.0699268, 5.0913701 52.0699256, 5.0913678 52.0699248, 5.0913844 52.0699069, 5.0913867 52.0699077, 5.0913891 52.0699052, 5.0913868 52.0699043, 5.0914064 52.0698833, 5.0914087 52.0698841, 5.091411 52.0698816, 5.0913974 52.0698768, 5.0914534 52.0698166, 5.0914669 52.0698214, 5.0914692 52.0698189, 5.0914669 52.0698181, 5.0914865 52.069797, 5.0914888 52.0697978, 5.091491 52.0697954, 5.0914888 52.0697946, 5.0915055 52.0697766, 5.0915078 52.0697774, 5.0915101 52.0697749, 5.0915078 52.0697741, 5.0915274 52.0697531, 5.0915297 52.0697539, 5.091532 52.0697514, 5.0915182 52.0697465, 5.0915751 52.0696855, 5.0915887 52.0696901, 5.0915911 52.0696876, 5.0915881 52.0696866, 5.0916079 52.0696653, 5.0916108 52.0696663, 5.0916118 52.0696653, 5.091613 52.0696639, 5.0916101 52.0696629, 5.0916268 52.0696449, 5.0916297 52.069646, 5.091632 52.0696435, 5.0916291 52.0696424, 5.0916488 52.0696212, 5.0916517 52.0696222, 5.0916539 52.0696198, 5.0916404 52.0696151, 5.0916961 52.0695549, 5.0917097 52.0695597, 5.0917119 52.0695572, 5.091709 52.0695562, 5.0917287 52.069535, 5.0917316 52.069536, 5.0917323 52.0695353, 5.0917338 52.0695336, 5.0917309 52.0695326, 5.0917476 52.0695146, 5.0917505 52.0695156, 5.0917528 52.0695132, 5.0917499 52.0695121, 5.0917695 52.0694909, 5.0917725 52.0694919, 5.0917747 52.0694895, 5.0917609 52.0694848, 5.091778 52.0694661, 5.0918169 52.0694246, 5.0918305 52.0694293, 5.0918327 52.0694269, 5.0918296 52.0694257, 5.0918494 52.0694048, 5.0918523 52.0694058, 5.0918546 52.0694033, 5.0918517 52.0694023, 5.0918683 52.0693843, 5.0918713 52.0693853, 5.0918736 52.0693828, 5.0918707 52.0693818, 5.0918903 52.0693607, 5.0918932 52.0693617, 5.0918955 52.0693592, 5.0918819 52.0693544, 5.0919387 52.0692932, 5.0919521 52.0692979, 5.0919545 52.0692955, 5.0919516 52.0692945, 5.0919713 52.0692733, 5.0919742 52.0692743, 5.0919765 52.0692718, 5.0919736 52.0692708, 5.0919903 52.0692528, 5.0919932 52.0692538, 5.0919953 52.0692512, 5.0919927 52.0692502, 5.0920122 52.0692291, 5.0920151 52.0692301, 5.0920174 52.0692276, 5.0920039 52.0692229, 5.0920594 52.069163, 5.092073 52.0691677, 5.0920753 52.0691652, 5.0920724 52.0691642, 5.0920921 52.069143, 5.092095 52.069144, 5.0920973 52.0691415, 5.0920944 52.0691405, 5.0921111 52.0691224, 5.092114 52.0691235, 5.0921162 52.069121, 5.0921133 52.06912, 5.0921329 52.0690989, 5.0921358 52.0690999, 5.0921381 52.0690975, 5.0921245 52.0690927, 5.0921516 52.0690636, 5.0921539 52.0690644, 5.0921566 52.0690616, 5.0920685 52.0690305, 5.0920677 52.0690313, 5.0920424 52.0690224, 5.0920432 52.0690215, 5.0920222 52.0690141, 5.0920045 52.069033, 5.0920069 52.0690339, 5.0919732 52.0690702, 5.0919687 52.0690686, 5.0919665 52.0690711, 5.091971 52.0690727, 5.0919644 52.0690798, 5.0919548 52.0690902, 5.0919502 52.0690886, 5.0919479 52.0690911, 5.0919524 52.0690927, 5.0918524 52.0692004, 5.0918479 52.0691988, 5.0918455 52.0692013, 5.0918501 52.0692029, 5.091842 52.0692116, 5.0918338 52.0692205, 5.0918292 52.0692189, 5.0918282 52.06922))",['Living'],Node_18
115930046,"(52.0700917121685, 5.094931579718317)",apartments,,"POLYGON ((5.0954806 52.070335, 5.0955502 52.0702596, 5.095452 52.070225, 5.0954525 52.0702244, 5.0954349 52.0702182, 5.095418 52.0702122, 5.0954174 52.0702128, 5.0954143 52.0702118, 5.0952198 52.0701432, 5.0952198 52.0701423, 5.0952052 52.0701372, 5.0951859 52.0701304, 5.0951854 52.070131, 5.0951817 52.0701298, 5.0949847 52.0700603, 5.0949853 52.0700597, 5.0949692 52.070054, 5.0949509 52.0700475, 5.0949503 52.0700481, 5.094947 52.070047, 5.0947528 52.0699785, 5.0947534 52.0699779, 5.0947397 52.0699731, 5.0947218 52.0699668, 5.0947212 52.0699674, 5.0945211 52.0698968, 5.0945216 52.0698961, 5.0945041 52.06989, 5.0944869 52.0698839, 5.0944864 52.0698845, 5.0943844 52.0698485, 5.0943139 52.0699242, 5.0944113 52.0699586, 5.0944107 52.0699599, 5.0944533 52.0699749, 5.0944546 52.0699736, 5.0946438 52.0700403, 5.0946429 52.0700416, 5.0946872 52.0700572, 5.0946884 52.0700559, 5.0948743 52.0701217, 5.0948735 52.0701229, 5.0949175 52.0701381, 5.0949187 52.0701372, 5.0951103 52.0702047, 5.0951096 52.070206, 5.095152 52.0702206, 5.0951531 52.0702197, 5.0953429 52.0702866, 5.0953417 52.0702877, 5.0953839 52.0703022, 5.0953852 52.0703012, 5.0954806 52.070335))",['Living'],Node_31
115930049,"(52.07155176268221, 5.097705839257105)",apartments,,"POLYGON ((5.0974739 52.0719008, 5.0975865 52.0717795, 5.097709 52.0716476, 5.0978352 52.0715116, 5.097961 52.0713762, 5.0980824 52.0712454, 5.0981482 52.0711744, 5.0980095 52.0711257, 5.0979162 52.0712261, 5.097855 52.071292, 5.0977908 52.0713612, 5.0977289 52.0714277, 5.0975414 52.0716296, 5.0974801 52.0716956, 5.0974176 52.0717629, 5.0973559 52.0718293, 5.0972636 52.0719286, 5.0974025 52.0719777, 5.0974615 52.0719142, 5.0974739 52.0719008))",['Living'],Node_184
115930051,"(52.06817861952863, 5.093604364869595)",apartments,,"POLYGON ((5.093143 52.0685877, 5.0932667 52.0686312, 5.0933251 52.0685683, 5.0933262 52.0685686, 5.0933361 52.0685579, 5.0933458 52.0685474, 5.0933448 52.0685471, 5.0933682 52.0685215, 5.0934569 52.0684257, 5.0934585 52.0684262, 5.0934687 52.0684153, 5.0934784 52.0684048, 5.0934768 52.0684042, 5.0935892 52.0682832, 5.0935908 52.0682837, 5.0936009 52.0682729, 5.0936107 52.0682624, 5.0936091 52.0682618, 5.0937239 52.0681381, 5.0937255 52.0681386, 5.093736 52.0681274, 5.0937455 52.0681172, 5.0937439 52.0681166, 5.0938565 52.0679953, 5.0938581 52.0679959, 5.0938701 52.067983, 5.0938779 52.0679745, 5.0938763 52.067974, 5.0939895 52.067852, 5.0939911 52.0678526, 5.0940005 52.0678425, 5.0940108 52.0678314, 5.0940092 52.0678308, 5.0940675 52.067768, 5.093945 52.0677249, 5.0938891 52.0677847, 5.0938868 52.0677839, 5.0938616 52.067811, 5.0938638 52.0678119, 5.0937562 52.0679275, 5.0937539 52.0679267, 5.0937282 52.0679542, 5.0937306 52.0679551, 5.0936235 52.0680701, 5.0936212 52.0680692, 5.0935956 52.0680967, 5.093598 52.0680976, 5.0934879 52.0682158, 5.0934856 52.0682149, 5.0934609 52.0682414, 5.0934633 52.0682423, 5.0933561 52.0683574, 5.0933537 52.0683566, 5.0933278 52.0683844, 5.0933302 52.0683853, 5.0932227 52.0685008, 5.0932202 52.0684999, 5.0931943 52.0685277, 5.0931978 52.0685289, 5.093143 52.0685877))",['Living'],Node_28
